Client ID,Name,Legal Name,Start Date,Street #,Street Name,State,Zip,Lat,Lon,Accuracy,Category
40500,Co Go's #812,Co Go's,2/24/86,1501,N Canal St,PA,15215,40.496714,-79.926033,9,Convenience Store
41462,Co Go's #813,Co Go's,9/9/86,925,E Carson St,PA,15203,40.428967,-79.989023,9,Convenience Store
41661,Co Go's #814,Co Go's,11/5/86,304,Virginia Ave,PA,15211,40.431339,-80.010762,9,Convenience Store
2.00904E+11,Co Go's #821,Co Go's,4/7/09,1513,Lincoln Wa,PA,15131,40.349044,-79.817798,9,Convenience Store
2.00109E+11,Cochran A-Plus Sunoco #60568,,9/14/01,1630,Cochran Rd,PA,15220,40.392207,-80.061257,9,Convenience Store
2.01211E+11,CoGo's #1493,Saikripa Inc,11/16/12,620,Lincoln Av,PA,15202,40.497549,-80.058938,9,Convenience Store
2.01211E+11,CoGo's #1784,,11/20/12,1530,Potomac Av,PA,15216,40.397238,-80.03548,9,Convenience Store
2.01304E+11,ComBlvd Mini Mart,Corporation S,4/10/13,1235,Muldowney St,PA,15207,40.368932,-79.914005,9,Convenience Store
2.01111E+11,Comet News,,11/4/11,540,Braddock Av,PA,15104,40.403638,-79.869559,9,Convenience Store
57100,Coraopolis Fast Stop,Rebco Ent Inc,1/22/98,879,4th Ave,PA,15108,40.51961,-80.166401,9,Convenience Store
2.00502E+11,Craft A-Plus,Sgn-Craft Ave LLC,2/2/05,301,Craft Ave,PA,15213,40.435614,-79.96088,9,Convenience Store
2.00704E+11,Croskey's Sunoco,Cross - Keys LLC,4/24/07,806,Freeport Rd,PA,15238,40.498863,-79.85316,9,Convenience Store
365,Crossroads Service Center,Crossroads Service Center Inc,1/1/70,4600,Homestead Duquesne Rd,PA,15122,40.376274,-79.894553,9,Convenience Store
2.01007E+11,Curry Hollow Sunoco,,7/12/10,340,Curry Hollow Rd,PA,15236,40.337461,-79.977244,9,Convenience Store
2.0121E+11,CVS / Pharmacy #10034,Pennsylvania CVS Pharmacy LLC,10/17/12,611,Duncan Av,PA,15237,40.567824,-80.02325,9,Convenience Store
2.00408E+11,Daily Mart,,8/26/04,1125,Arlington Ave,PA,15203,40.422044,-79.991713,9,Convenience Store
2.01509E+11,Dar's General Store,,9/2/15,709,Chartiers Av,PA,15136,40.465584,-80.06193,9,Convenience Store
2.01405E+11,Deurali Bazar Inc,,2/12/14,309,Brownsville Rd,PA,15210,40.414053,-79.988023,9,Convenience Store
35569,DiLeo's Deli,,1/1/80,1009,9th Av,PA,15014,40.609868,-79.741569,9,Convenience Store
2.01602E+11,Dipen Ent Inc / Marathon,Dipen Enterprise Inc,1/27/16,3646,Library Rd,PA,15234,40.365139,-80.019469,9,Convenience Store
2.01211E+11,DJ's Butcher Block,DKSJR,11/26/12,4623,Liberty Av,PA,15224,40.462454,-79.949999,9,Convenience Store
2.01506E+11,Dollar General #15784,Penntex Ventures LLC,6/29/15,2301,Brownsville Rd,PA,15129,40.298348,-79.993658,9,Convenience Store
2.00805E+11,Dollar Tree #00236,Dollar Tree Stores Inc,5/5/08,240,Mt NeBlvd Pointe Dr,PA,15237,40.534703,-80.065129,9,Convenience Store
2.01208E+11,Dollar Tree #05038,Dollar Tree Stores Inc,8/3/12,4714,Mcknight Rd,PA,15237,40.521242,-80.004588,9,Convenience Store
2.01607E+11,Dollar Tree #06413,Dollar Tree Stores Inc,7/11/16,4680,Old William Penn Highway,PA,15146,40.438817,-79.741022,9,Convenience Store
1.99909E+11,Dollar Tree #1272,Dollar Tree Stores Inc,7/27/99,5990,University Blvd,PA,15108,40.521267,-80.219777,9,Convenience Store
2.00908E+11,Dollar Tree #4222,Dollar Tree Stores Inc,8/24/09,1020,Village Center Dr,PA,15084,40.568368,-79.803954,9,Convenience Store
2.00911E+11,Dollar Tree #4287,Dollar Tree Stores Inc,11/12/09,47,Walsh Rd,PA,15205,40.440254,-80.071174,9,Convenience Store
2.01408E+11,Double Car Wash,Center Independent Oil Stores LLC,8/4/14,2305,O'Neil Blvd,PA,15131,40.351707,-79.829165,9,Convenience Store
2.00209E+11,DuBlvdis B P II,,9/17/02,4731,Buttermilk Hollow Rd,PA,15122,40.359269,-79.907848,9,Convenience Store
52811,DuBlvdis BP,,10/11/94,1006,E Carson St,PA,15203,40.428491,-79.988222,9,Convenience Store
37769,East Park News,,4/14/84,406,E OHighwayo St,PA,15212,40.453472,-80.001337,9,Convenience Store
2.01506E+11,Eddies Snacks & Smokes,Eddies Snacks & Smokes LLC,6/16/15,262,5th Ave,PA,15219,40.440665,-80.000665,9,Convenience Store
2.00908E+11,Eden's Market,,8/1/09,99,Alfred St,PA,15228,40.380757,-80.044191,9,Convenience Store
45463,Eiben Services,Ron Eiben Inc,1/5/90,2929,Churchview Ave,PA,15227,40.385355,-79.973001,9,Convenience Store
49482,Elizabeth BP,,12/26/93,141,Mckeesport Rd,PA,15037,40.274669,-79.883592,9,Convenience Store
36267,Els Convenience Stop,,6/17/84,1614,Penn Ave,PA,15221,40.442694,-79.867069,9,Convenience Store
2.00307E+11,Ethnic Foods,,6/27/03,4371,Murray Ave,PA,15217,40.420038,-79.928022,9,Convenience Store
2.00408E+11,Etna Express,Javed I Ahmeo Inc,8/9/04,421,Butler St,PA,15223,40.498662,-79.944097,9,Convenience Store
2.01304E+11,Express Mini Mart @ BP Fueland,Varneeraj Corp,4/18/13,501,Lowries Run Rd,PA,15237,40.533915,-80.053035,9,Convenience Store
2.01601E+11,Express Uni-Mart,,1/14/16,612,Old Clairton Rd,PA,15236,40.324988,-79.957677,9,Convenience Store
2.01411E+11,Exxon Cheswick,Bhangal LLC,10/21/14,1003,Freeport Rd,PA,15024,40.540678,-79.814181,9,Convenience Store
2.0121E+11,EZ Energy #305 / 7 Eleven #36185H,7 Eleven Inc,10/22/12,2269,Noblestown Rd,PA,15205,40.42805,-80.053313,9,Convenience Store
2.01211E+11,EZ Energy #308 / 7 Eleven #36188H,7 Eleven Inc,11/20/12,4775,Mcknight Rd,PA,15237,40.521671,-80.005583,9,Convenience Store
2.0121E+11,EZ Energy #309 / 7 Eleven Store #36189H,7-Eleven Inc,10/16/12,6250,Library Rd,PA,15102,40.293358,-80.031019,9,Convenience Store
2.0121E+11,EZ Energy #315 / 7 Eleven #36195H,7 Eleven Inc,10/15/12,2,Heckle Rd,PA,15136,40.474295,-80.094876,9,Convenience Store
2.01211E+11,EZ Energy #354 / 7 Eleven #36199H,7 Eleven Inc,11/20/12,1102,Perry Highwayghway,PA,15237,40.544999,-80.035607,9,Convenience Store
2.0121E+11,EZ Energy #361 / 7 Eleven #36205H,7-Eleven Inc,10/12/12,6106,Saltsburg Rd,PA,15147,40.484089,-79.818876,9,Convenience Store
2.00602E+11,Family Dollar #7199,Family Dollar Stores of PA Inc,1/23/06,1917,Centre Ave,PA,15213,40.443703,-79.980664,9,Convenience Store
2.00812E+11,Fast Eddie's Food-N-Fuel / G-Man Pizza & Deli,Route 30 Development LLP,11/24/08,1424,U.S. Route 30,PA,15026,40.493478,-80.306274,9,Convenience Store
42946,Fast Stop,,10/26/87,620,Mcgovern Blvd,PA,15108,40.54535,-80.218291,9,Convenience Store
56962,Forbes Ave Market,,11/14/97,2005,Forbes Av,PA,15219,40.437573,-79.977418,9,Convenience Store
40715,Fourth St Market,,4/15/86,529,4th St,PA,15104,40.407309,-79.869172,9,Convenience Store
2.00903E+11,Frankstown Shell,SG II Group LLC,2/26/09,6701,Frankstown Ave,PA,15208,40.458838,-79.90757,9,Convenience Store
51538,Fratangelo Garden,,4/26/94,1014,Brodhead Rd,PA,15108,40.525828,-80.224015,9,Convenience Store
2.00808E+11,Frick Park Market,Frick Park Market LLC,8/11/08,7103,Reynolds St,PA,15208,40.447214,-79.905123,9,Convenience Store
54565,Friend's Shell Food Shop,,11/21/95,5735,Baum Blvd,PA,15206,40.458897,-79.932637,9,Convenience Store
2.01305E+11,Fueland,Yogi Oil Corporation,5/7/13,801,Island Av,PA,15136,40.473586,-80.063464,9,Convenience Store
55778,Fueland #1,Milo C Ritton Inc,9/6/96,431,West 7th Ave,PA,15120,40.402631,-79.917951,9,Convenience Store
2.01305E+11,Fulland Green Tree,Mahdev Corp,5/1/13,2373,Noblestown Rd,PA,15205,40.426565,-80.056017,9,Convenience Store
2.01505E+11,Gaby Et Jules @ Market Street Grocery,Gaby Et Jules LLC,4/27/15,435,Market St,PA,15222,40.441173,-80.002364,9,Convenience Store
2.01009E+11,Garfield Hill Market,Garfield Hill Market Inc,9/23/10,340,N. Aiken Av,PA,15206,40.467559,-79.93441,9,Convenience Store
2.01211E+11,Gas n' At,,10/29/12,5700,Homeville Rd,PA,15122,40.366344,-79.871442,9,Convenience Store
2.01507E+11,Get Go #3205,Giant Eagle Inc,6/26/15,350,East Main St,PA,15106,40.409689,-80.082978,9,Convenience Store
2.01204E+11,Get It Quick,Accurate Business Solutions Inc,4/5/12,500,Garden City Dr,PA,15146,40.44872,-79.780666,9,Convenience Store
2.01301E+11,Getgo # 3003,Giant Eagle Inc,1/11/13,3247,E Carson St,PA,15203,40.423126,-79.960079,9,Convenience Store
2.01302E+11,Getgo #3021,Giant Eagle Inc,1/31/13,7675,Mcknight Rd,PA,15237,40.545311,-80.016893,9,Convenience Store
2.0101E+11,GetGo #3038,Giant Eagle Inc,10/14/10,5801,Forward Av,PA,15217,40.429982,-79.923159,9,Convenience Store
2.00901E+11,GetGo #3043,Giant Eagle Inc,12/10/08,140,Towne Center Dr,PA,15090,40.631618,-80.055692,9,Convenience Store
2.00408E+11,GetGo #3060,Giant Eagle Inc,8/23/04,4000,Monroeville Blvd,PA,15146,40.435393,-79.77265,9,Convenience Store
45197,GetGo #3102,Giant Eagle Inc,9/9/89,1137,WasHighwayngton Av,PA,15106,40.396745,-80.084329,9,Convenience Store
2.00605E+11,Getgo #3106,Giant Eagle Inc,5/8/06,408,Penn Av,PA,15221,40.444932,-79.88936,9,Convenience Store
44982,GetGo #3107,Giant Eagle Inc,8/7/89,4000,Butler St,PA,15201,40.468733,-79.961717,9,Convenience Store
45187,GetGo #3117,Giant Eagle Inc,9/27/89,117,S 18th St,PA,15203,40.427557,-79.980338,9,Convenience Store
2.00411E+11,GetGo #3128,Giant Eagle Inc,11/30/04,5281,Library Rd,PA,15102,40.331327,-80.02207,9,Convenience Store
44987,GetGo #3140,Giant Eagle Inc,8/4/89,4685,Old Wm Penn Hwy,PA,15146,40.440985,-79.742885,9,Convenience Store
2.00708E+11,GetGo #3172,Giant Eagle Inc,8/10/07,1081,Freeport Rd,PA,15238,40.488003,-79.883677,9,Convenience Store
2.01301E+11,Getgo #3185,Giant Eagle Inc,12/19/12,1200,Hoffman Blvd,PA,15122,40.382719,-79.868215,9,Convenience Store
2.00106E+11,GetGo #3188,Giant Eagle Inc,5/8/01,1001,Lebanon Rd,PA,15122,40.361538,-79.932066,9,Convenience Store
2.00508E+11,GetGo #3486,Giant Eagle Inc,7/10/05,800,Allegheny River Blvd,PA,15147,40.506894,-79.843134,9,Convenience Store
2.00508E+11,Getgo #3487,Giant Eagle Inc,8/12/05,801,Mt Royal Blvd,PA,15233,40.51415,-79.95942,9,Convenience Store
2.00508E+11,GetGo #3488,Giant Eagle Inc,8/9/05,5603,Babcock Blvd,PA,15237,40.546976,-80.02915,9,Convenience Store
2.00508E+11,Getgo #3489,Giant Eagle Inc,8/12/05,2401,Ferguson Rd,PA,15101,40.555705,-79.971377,9,Convenience Store
2.00701E+11,Getgo #3600,Giant Eagle Inc,12/8/06,2811,Jacks Run Rd,PA,15131,40.338101,-79.807652,9,Convenience Store
2.00507E+11,GetGo #3616,Giant Eagle Inc,7/12/05,3601,Saw Mill Run Blvd,PA,15227,40.372147,-79.981536,9,Convenience Store
2.01011E+11,Getgo #3641,Giant Eagle Inc,11/4/10,3029,WasHighwayngton Pike,PA,15017,40.173242,-80.24199,9,Convenience Store
2.01108E+11,Getgo #3642,Giant Eagle Inc,7/28/11,6507,University Blvd,PA,15108,40.518266,-80.218658,9,Convenience Store
2.00708E+11,Getgo #3691,Giant Eagle Inc,8/17/07,4099,Grandview Dr,PA,15044,40.643031,-79.937868,9,Convenience Store
2.01405E+11,Getgo Elizabeth #3005,Giant Eagle Inc,5/16/14,1000,Hayden Blvd,PA,15037,40.264741,-79.879445,9,Convenience Store
43906,Glassmere Fuel Service #205,,8/16/88,1967,Saxonburg Blvd,PA,15084,40.629201,-79.855635,9,Convenience Store
2.01409E+11,Good News,Good News,9/18/14,625,Stanwix St,PA,15222,40.443227,-80.004835,9,Convenience Store
57827,Greyhound Frankstown Sunoco A Plus,,11/17/98,6481,Fransktown Ave,PA,15206,40.460783,-79.913953,9,Convenience Store
2.01409E+11,Gulf Gas Station - Bridgeville,Shiv Oil Inc,9/11/14,449,Railroad St,PA,15017,40.357899,-80.110312,9,Convenience Store
2.00406E+11,Hampton Sunoco,Rose Oil Co,6/3/04,4785,Wm Flynn Hwy,PA,15101,40.596714,-79.948208,9,Convenience Store
2.01405E+11,Hanini Market,Izmar Corporation,4/22/14,3245,Brighton Rd,PA,15212,40.476384,-80.031944,9,Convenience Store
2.01604E+11,Hanini Market,Sham2015 LLC,1/1/16,549,Bessemer Av,PA,15112,40.395204,-79.839383,9,Convenience Store
2.01206E+11,Hanini Market/ Hanini Subs,RSIM Foods Inc,5/31/12,1105,Franklin Av,PA,15221,40.439089,-79.878795,9,Convenience Store
2.00501E+11,Happy Minimart,Happy Minimart Inc,1/4/05,1300,Brodhead Rd,PA,15108,40.535015,-80.229455,9,Convenience Store
2.00608E+11,Happy Minimart,Happy Minimart Inc,8/14/06,512,E Pikettsburgh - Mckeesport Blvd,PA,15137,40.369823,-79.8292,9,Convenience Store
2.01003E+11,Harvest Valley Farms,,3/26/10,6003,Cunningham Rd,PA,15044,40.663894,-79.934941,9,Convenience Store
2.00903E+11,Harv's Shell Station,Stickler Service LLC,3/24/09,2501,Brighton Rd,PA,15212,40.466959,-80.025229,9,Convenience Store
2.0141E+11,Homewood's Quik Pick,,10/22/14,7201,Frankstown Av,PA,15208,40.45752,-79.8961,9,Convenience Store
57252,Honey Bear/Spee-D Mart #223,Graft Oil Co / OCI Inc,4/1/98,2131,Ardmore Blvd,PA,15221,40.418907,-79.848982,9,Convenience Store
2.0091E+11,In & Out Market,,10/21/09,300,Helen St,PA,15136,40.474126,-80.057105,9,Convenience Store
2.01503E+11,Indian Grocery Oakland,Ladani Perto Inc,3/11/15,319,Craig St,PA,15213,40.4451,-79.948482,9,Convenience Store
46566,J & K Plus Store #102,,7/30/90,901,Elizabeth St,PA,15221,40.426262,-79.841255,9,Convenience Store
2.00908E+11,J & S Food Mart,JHS Singh Enterprise LLC,8/5/09,625,W Grant St,PA,15110,40.37177,-79.851733,9,Convenience Store
2.01104E+11,J J's Deli Mart,Deepak Inc,4/22/11,2300,Versailles Av,PA,15132,40.345639,-79.849166,9,Convenience Store
32897,J&M Dariette,,6/17/84,552,3rd St,PA,15025,40.292983,-79.881361,9,Convenience Store
2.01507E+11,Jack's Market & Coffee Shop,Jack's Market & Coffee Shop Inc,7/16/15,245,8th Av,PA,15120,40.408016,-79.909637,9,Convenience Store
2.01506E+11,Jade 99 Asian Supermaket,Jade 99 Asian Supermarket LLC,8/1/14,2112,Penn Av,PA,15222,40.451847,-79.982434,9,Convenience Store
2.01206E+11,Jessie's Westside Market,,6/12/12,3038,Chartiers Av,PA,15204,40.454017,-80.05974,9,Convenience Store
2.01312E+11,J-N-J Convenience Store,J-N-J Convenience Store LLC,12/17/13,646,Herron Av,PA,15219,40.452605,-79.964261,9,Convenience Store
389,Joes Butcher Shop,,4/1/76,502,Broadway Av,PA,15140,40.401989,-79.777692,9,Convenience Store
2.01507E+11,K-2 Convenience Store,New Indus Corporation Inc,6/29/15,4900,Penn Av,PA,15224,40.464939,-79.94488,9,Convenience Store
641,Ken's Grocery,,6/17/84,216,Beltzhoover Ave,PA,15210,40.420099,-79.997633,9,Convenience Store
2.00603E+11,Kiev International Food,Kiev International Market,3/6/06,4223,Murray Ave,PA,15217,40.422509,-79.928598,9,Convenience Store
2.01404E+11,Kubaa Oriental Grocery,,4/9/14,613,OHighwayo St,PA,15212,40.453617,-79.998695,9,Convenience Store
45281,Kudla's Service Center,Kudla's Service Center LLC,10/20/89,2733,South Park Road,PA,15102,40.327631,-80.031909,9,Convenience Store
57061,Kwik Fill #239 S0001,United Refining Co Of Pa,1/6/98,152,Mcgovern Blvd,PA,15046,40.563829,-80.227708,9,Convenience Store
35349,Kwik Fill S0171,United Refining Co Of Pa,1/1/80,400,Allegheny River Blvd,PA,15139,40.516465,-79.842597,9,Convenience Store
46734,L A Grocery,West Indian American Grocers,12/12/90,511,Larimer Ave,PA,15206,40.465579,-79.914188,9,Convenience Store
2.00403E+11,L E Corner Store,,3/16/04,601,Lincoln Ave,PA,15206,40.461804,-79.907894,9,Convenience Store
51131,Labad's Mediterranean Cafe & Grocery,,12/13/93,1727,Penn Av,PA,15222,40.450316,-79.985441,9,Convenience Store
38824,Labriola Italian World,,12/27/84,605,Freeport Rd,PA,15215,40.488444,-79.898703,9,Convenience Store
2.00908E+11,Last Minit Mart in Blawnox,Last Minit Mart Inc,8/3/09,164,Freeport Rd,PA,15238,40.491362,-79.865556,9,Convenience Store
2.00901E+11,Lebanon Shops Pharmacy,"Thomas C Riley / Gene A Riley PRTS, Lebanon Shop Pharmacy",1/21/09,300,Mt Lebanon Blvd,PA,15234,40.368707,-80.034816,9,Convenience Store
1.99912E+11,Le's Super Grocery Kart,,11/24/99,5482,Penn Ave,PA,15206,40.463967,-79.932666,9,Convenience Store
49364,Liberty News,Chandan Corp,12/3/92,602,Liberty Av,PA,15222,40.441824,-80.001535,9,Convenience Store
2.01507E+11,Linea Verde - Green Market,,6/26/15,4619,Liberty Av,PA,15224,40.462519,-79.950128,9,Convenience Store
2.01402E+11,Los Campos,,8/29/13,11566,Perry Highwayghway,PA,15090,40.625991,-80.054021,9,Convenience Store
2.01012E+11,Lovedale Valero,,11/19/10,2002,Lincoln Blvd,PA,15037,40.278924,-79.874895,9,Convenience Store
2.00303E+11,Lucky Bucks,Carbern Foods Inc,2/10/03,125,Virginia Ave,PA,15211,40.429437,-80.008009,9,Convenience Store
2.00401E+11,Marathon Imperial Tri-State Petroleum #213,Tri-State Petroleum Corp,1/12/04,150,U.S. Route 30,PA,15071,40.440899,-80.238239,9,Convenience Store
2.00203E+11,Marathon Tri-State Petroleum #201,Tri-State Petroleum Corp,3/22/02,956,Greentree Rd,PA,15220,40.419694,-80.04666,9,Convenience Store
2.00203E+11,Marathon Tri-State Petroleum #203,Tri-State Petroleum Corp,3/21/02,2022,WasHighwayngton Pike,PA,15106,40.173242,-80.24199,9,Convenience Store
2.00606E+11,Marathon Tri-State Petroleum #219,Tri-State Petroleum Corp,6/6/06,3500,Forbes Ave,PA,15213,40.439904,-79.95801,9,Convenience Store
2.00903E+11,Marathon Tri-State Petroleum #221,Tri-State Petroleum Corp,3/17/09,100,7th Av,PA,15084,40.601875,-79.756348,9,Convenience Store
2.00801E+11,Marathon Tri-State Petroleum #222,Tri-State Petroleum,1/23/08,2601,Freeport Rd,PA,15238,40.537383,-79.839998,9,Convenience Store
2.01301E+11,Marathon Tri-State Petroleum #223,Tri State Petroleum,12/21/12,6680,Frankstown Av,PA,15235,40.458544,-79.908615,9,Convenience Store
2.00904E+11,Marathon Tri-State Petroleum #224,Tri-State Petroleum,4/6/09,4010,Penn Av,PA,15224,40.464964,-79.95759,9,Convenience Store
2.01308E+11,Market on Middle,Environmental Transformation LLC,8/5/13,2130,Middle Rd,PA,15116,40.548525,-79.934689,9,Convenience Store
52202,Marshall's Exxon,Marshall Wood Works Ltd,7/20/94,1520,Spring Garden Ave,PA,15212,40.464747,-79.98595,9,Convenience Store
48562,Mascari's Duncan Manor Exxon / Staks,Mascari Fuel Company,6/25/92,1700,Ferguson Rd,PA,15101,40.565659,-79.9987,9,Convenience Store
2.01506E+11,Mash Mini Mart,MAA United LLC,6/1/15,4341,Old Wm Penn Highway,PA,15146,40.443278,-79.773673,9,Convenience Store
1.99909E+11,Mauro's Exxon,,9/28/99,7409,Saltsburg Rd,PA,15235,40.477696,-79.784625,9,Convenience Store
2.00002E+11,McKees Rocks Sunoco A Plus,Tulsi Oil Corporation,2/3/00,351,Stanhope St,PA,15204,40.46336,-80.05625,9,Convenience Store
2.01205E+11,Meme's Market,Meme's Market Inc,5/7/12,1608,Walz St,PA,15212,40.46336,-79.991069,9,Convenience Store
2.0131E+11,Mike's Spot,Shreeji Enterprise LLC,9/27/13,815,Universal Rd,PA,15235,40.461123,-79.811884,9,Convenience Store
2.00508E+11,Mini-Mitch Quick Stop,Mitchell's Rest & Bar Inc,8/5/05,304,Ross St,PA,15219,40.437105,-79.996495,9,Convenience Store
2.00006E+11,Morningside Market,Harish K & Chandra Dulani,6/5/00,1748,CHighwayslett St St,PA,15206,40.485217,-79.92578,9,Convenience Store
2.01412E+11,Mr C's Convenience Store,Second Impressions New & Used LLC,12/1/14,350,Center Av,PA,15229,40.516583,-80.02187,9,Convenience Store
2.0121E+11,Natoli's Market,RNDD,10/17/12,5045,Bakerstown Rd,PA,15044,40.661682,-80.003907,9,Convenience Store
2.00508E+11,Nelson Community Store,,7/27/05,92,Sylvania Ave,PA,15210,40.417031,-80.00607,9,Convenience Store
2.00601E+11,New Young's Oriental Grocery,,12/21/05,5813,Forward Ave,PA,15217,40.42973,-79.922853,9,Convenience Store
2.01011E+11,Oakhill Convenient Store,,11/9/10,132,Burrows St,PA,15213,40.439166,-79.966686,9,Convenience Store
2.00906E+11,OM Enterprise,,6/15/09,601,Mcneilly Rd,PA,15226,40.383053,-80.020965,9,Convenience Store
54329,On the Go Market,Premier Station Inc,9/15/95,2873,W Liberty Av,PA,15216,40.395561,-80.033092,9,Convenience Store
2.01212E+11,One Stop,,12/3/12,3601,Blvd Of The Allies,PA,15213,40.434751,-79.954267,9,Convenience Store
2.00209E+11,Optima #1386,Sunoco Inc R&M,9/20/02,107,Walmart Dr,PA,15137,40.387172,-79.82252,9,Convenience Store
1.99902E+11,P & W Mini Mart,P & W Auto Spa Partnership,2/12/99,410,Scenery Dr,PA,15037,40.277157,-79.837797,9,Convenience Store
56172,Parkway Service B P,,1/23/97,910,Saw Mill Run Blvd,PA,15220,40.426572,-80.022275,9,Convenience Store
57541,ParMar Store #56,Dr Petroleum Co,7/23/98,8197,Mcknight Rd,PA,15237,40.557547,-80.023367,9,Convenience Store
